Container,Image,Name,Type,Chance,Rarity,Min Ammo,Max Ammo
Buried barrel cache,,Portable defibrillator,Medical Supplies,,Super Rare,,
Buried barrel cache,,LEDX Skin Transilluminator,Medical Supplies,,Super Rare,,
Buried barrel cache,,AI-2 medikit,Med Kit,,Common,,
Buried barrel cache,,Car first aid kit,Med Kit,,Common,,
Buried barrel cache,,Salewa FIRST AID KIT,Med Kit,,Rare,,
Buried barrel cache,,Grizzly First Aid Kit,Med Kit,,Super Rare,,
Buried barrel cache,,IFAK personal tactical first aid kit,Med Kit,,Super Rare,,
Buried barrel cache,,Roubles,Money,,Common,,
Buried barrel cache,,Dollars,Money,,Rare,,
Buried barrel cache,,Euros,Money,,Super Rare,,
Buried barrel cache,,Apollon Soyuz cigarettes,Other,,Common,,
Buried barrel cache,,Malboro Cigarettes,Other,,Common,,
Buried barrel cache,,Wilston cigarettes,Other,,Common,,
Buried barrel cache,,Strike Cigarettes,Other,,Common,,
Buried barrel cache,,Air filter for gas mask,Other,,Rare,,
Buried barrel cache,,"Gunpowder ""Kite""",Other,,Rare,,
Buried barrel cache,,Coffee Majaica,Other,,Rare,,
Buried barrel cache,,OFZ 30x160mm shell,Other,,Rare,,
Buried barrel cache,,Water filter,Other,,Rare,,
Buried barrel cache,,Weapon parts,Other,,Rare,,
Buried barrel cache,,"Gunpowder ""Eagle""",Other,,Rare,,
Buried barrel cache,,42nd Signature Blend English Tea,Other,,Super Rare,,
Buried barrel cache,,Battered antique Book,Other,,Super Rare,,
Buried barrel cache,,Paracord,Other,,Super Rare,,
Buried barrel cache,,FP-100 filter absorber,Other,,Super Rare,,
Buried barrel cache,,"Gunpowder ""Hawk""",Other,,Super Rare,,
Buried barrel cache,,PM 9x18PM pistol,Pistol,,Common,,
Buried barrel cache,,TT pistol 7.62x25 TT,Pistol,,Common,,
Buried barrel cache,,Yarygin MP-443 Grach 9x19 pistol,Pistol,,Common,,
Buried barrel cache,,P226R 9x19 pistol,Pistol,,Rare,,
Buried barrel cache,,Stechkin Automatic Pistol 9x18PM,Pistol,,Rare,,
Buried barrel cache,,GLOCK 17 9x19 pistol,Pistol,,Rare,,
Buried barrel cache,,Beretta M9A3 9x19 pistol,Pistol,,Rare,,
Buried barrel cache,,PB 9x18PM silenced pistol,Pistol,,Super Rare,,
Buried barrel cache,,9x21 Serdyukov automatic pistol SR1MP Gyurza,Pistol,,Super Rare,,
Buried barrel cache,,Silenced Stechkin Automatic Pistol 9x18PM,Pistol,,Super Rare,,
Buried barrel cache,,GLOCK 18C 9x19 pistol,Pistol,,Super Rare,,
Buried barrel cache,,FN Five-seveN MK2 FDE Frame 5.7x28 pistol,Pistol,,Super Rare,,
Buried barrel cache,,MP-133 12ga shotgun,Shotgun,,Common,,
Buried barrel cache,,TOZ-106 bolt-action shotgun,Shotgun,,Common,,
Buried barrel cache,,MP-153 12ga semi-automatic shotgun,Shotgun,,Rare,,
Buried barrel cache,,Saiga 12ga ver. 10 12/76 shotgun,Shotgun,,Rare,,
Buried barrel cache,,Remington Model 870 12ga shotgun,Shotgun,,Rare,,
Buried barrel cache,,PP-91 Kedr 9x18PM SMG,Smg,,Common,,
Buried barrel cache,,Saiga-9 9x19 Carbine,Smg,,Common,,
Buried barrel cache,,PP-91-01 Kedr-B 9x18PM SMG,Smg,,Rare,,
Buried barrel cache,,PP-9 Klin 9x18PMM SMG,Smg,,Rare,,
Buried barrel cache,,SIG MPX 9x19 Submachine gun,Smg,,Rare,,
Buried barrel cache,,HK MP5 9x19 submachinegun (Navy 3 Round Burst),Smg,,Rare,,
Buried barrel cache,,Submachinegun 19-01 Vityaz-SN 9x19,Smg,,Rare,,
Buried barrel cache,,HK MP5 Kurz 9x19 submachinegun,Smg,,Rare,,
Buried barrel cache,,HK MP7A2 4.6x30 submachinegun,Smg,,Super Rare,,
Buried barrel cache,,FN P90 5.7x28 submachinegun,Smg,,Super Rare,,
Buried barrel cache,,Mosin bolt-action sniper rifle,Sniper Rifle,,Common,,
Buried barrel cache,,Mosin bolt-action infantry rifle,Sniper Rifle,,Common,,
Buried barrel cache,,SV-98 bolt-action sniper rifle,Sniper Rifle,,Rare,,
Buried barrel cache,,DVL-10 Saboteur sniper rifle,Sniper Rifle,,Super Rare,,
Buried barrel cache,,Remington Model 700 Sniper rifle,Sniper Rifle,,Super Rare,,
Buried barrel cache,,Propital,Stimulator,,Super Rare,,
Buried barrel cache,,Combat stimulant injector SJ1 TGLabs,Stimulator,,Super Rare,,
Buried barrel cache,,Combat stimulant injector SJ6 TGLabs,Stimulator,,Super Rare,,
Buried barrel cache,,Hemostatic drug Zagustin,Stimulator,,Super Rare,,
Buried barrel cache,,Regenerative stimulant injector eTG-change,Stimulator,,Super Rare,,
Buried barrel cache,,Adrenaline injector,Stimulator,,Super Rare,,
Buried barrel cache,,RGD-5 hand grenade,Thrown Weapon,,Rare,,
Buried barrel cache,,M67 Hand grenade,Thrown Weapon,,Rare,,
Buried barrel cache,,Zarya stun grenade,Thrown Weapon,,Rare,,
Buried barrel cache,,RDG-2B Smoke grenade,Thrown Weapon,,Rare,,
Buried barrel cache,,F-1 Hand grenade,Thrown Weapon,,Super Rare,,
Buried barrel cache,,Flat screwdriver,Tool,,Common,,
Buried barrel cache,,Pliers,Tool,,Rare,,
Buried barrel cache,,Construction measuring tape,Tool,,Rare,,
Buried barrel cache,,Screwdriver,Tool,,Rare,,
Buried barrel cache,,Wrench,Tool,,Rare,,
Buried barrel cache,,Pliers Elite,Tool,,Rare,,
Buried barrel cache,,Handdrill,Tool,,Rare,,
Buried barrel cache,,Round pliers,Tool,,Rare,,
Buried barrel cache,,Metal cutting scissors,Tool,,Rare,,
Buried barrel cache,,Nippers,Tool,,Rare,,
Buried barrel cache,,Long flat screwdriver,Tool,,Rare,,
Buried barrel cache,,A set of tools,Tool,,Super Rare,,
Buried barrel cache,,Old firesteel,Tool,,Super Rare,,
Common fund stash,,7.62x54 R SNB ammo,Ammo Box,,Rare,,
Common fund stash,,20 pcs pack 5.56x45 Warmage ammo,Ammo Box,,Super Rare,,
Common fund stash,,20 pcs. 9x19 mm DIPP ammo box,Ammo Box,,Super Rare,,
Common fund stash,,8 pcs pack of 9x39 7N12 BP ammo,Ammo Box,,Super Rare,,
Common fund stash,,8 pcs pack of 9x39 7N9 SPP ammo,Ammo Box,,Super Rare,,
Common fund stash,,30 pcs. 5.45x39 7N39 ammo pack,Ammo Box,,Super Rare,,
Common fund stash,,AS VAL,Assault Carbine,,Super Rare,,
Common fund stash,,Colt M4A1 5.56x45 Assault Rifle,Assault Rifle,,Rare,,
Common fund stash,,DS Arms SA-58 7.62x51,Assault Rifle,,Super Rare,,
Common fund stash,,DT MDR 5.56x45 Assault Rifle,Assault Rifle,,Super Rare,,
Common fund stash,,Lone Star TX-15 DML Rifle,Assault Rifle,,Super Rare,,
Common fund stash,,ELCAN SpecterDR 1x/4x Scope,Assault Scope,,Super Rare,,
Common fund stash,,Bottle of Dan Jackiel Whiskey,Drink,,Super Rare,,
Common fund stash,,Bottle of vodka Tarkovskaya,Drink,,Rare,,
Common fund stash,,Morphine injector,Drugs,,Rare,,
Common fund stash,,Ibuprofen painkillers,Drugs,,Super Rare,,
Common fund stash,,Broken GPhone,Electronics,,Super Rare,,
Common fund stash,,Golden 1GPhone,Electronics,,Super Rare,,
Common fund stash,,Military COFDM wireless Signal Transmitter,Electronics,,Super Rare,,
Common fund stash,,UHF RFID Reader,Electronics,,Super Rare,,
Common fund stash,,VPX Flash Storage Module,Electronics,,Super Rare,,
Common fund stash,,Virtex programmable processor,Electronics,,Super Rare,,
Common fund stash,,Tetriz portable game,Electronics,,Rare,,
Common fund stash,,Broken GPhone X,Electronics,,Super Rare,,
Common fund stash,,Military thermal vision module Iridium,Electronics,,Super Rare,,
Common fund stash,,Deadlyslob's beard oil,Household Goods,,Super Rare,,
Common fund stash,,Golden neck chain,Jewelry,,Rare,,
Common fund stash,,Antique teapot,Jewelry,,Super Rare,,
Common fund stash,,Antique vase,Jewelry,,Super Rare,,
Common fund stash,,Bronze lion,Jewelry,,Super Rare,,
Common fund stash,,Wooden clock,Jewelry,,Super Rare,,
Common fund stash,,Cat figurine,Jewelry,,Super Rare,,
Common fund stash,,Roler submariner gold wrist watch,Jewelry,,Super Rare,,
Common fund stash,,Physical bitcoin,Jewelry,,Super Rare,,
Common fund stash,,Golden rooster,Jewelry,,Super Rare,,
Common fund stash,,Silver Badge,Jewelry,,Super Rare,,
Common fund stash,,Chain with Prokill medallion,Jewelry,,Super Rare,,
Common fund stash,,Gold skull ring,Jewelry,,Super Rare,,
Common fund stash,,GP coin,Jewelry,,Super Rare,,
Common fund stash,,TerraGroup Labs access keycard,Keycard,,Super Rare,,
Common fund stash,,RB-MP11 key,Key,,Super Rare,,
Common fund stash,,RB-ORB2 key,Key,,Super Rare,,
Common fund stash,,RB-SMP key,Key,,Super Rare,,
Common fund stash,,RB-PS82 key,Key,,Super Rare,,
Common fund stash,,RB-RS key,Key,,Super Rare,,
Common fund stash,,Antique axe,Melee,,Super Rare,,
Common fund stash,,Red Rebel Ice pick,Melee,,Super Rare,,
Common fund stash,,FireKlean gun lube,Lubricant,,Super Rare,,
Common fund stash,,Magpul PMAG D-60 5.56x45 60-round magazine,Magazine,,Super Rare,,
Common fund stash,,X Products X-5 MP5 50-round 9x19 magazine,Magazine,,Super Rare,,
Common fund stash,,"SGMT Drum mag for Glock 9x19, 50 rounds capacity",Magazine,,Super Rare,,
Common fund stash,,X-FAL FAL/SA-58 7.62x51 50 rnd magazine,Magazine,,Super Rare,,
Common fund stash,,ProMag AK-A-16 73-round 7.62x39 magazine for AKM and compatibles,Magazine,,Super Rare,,
Common fund stash,,X-47 AK 7.62x39 50 rnd magazine,Magazine,,Super Rare,,
Common fund stash,,Special Sniper Rifle VSS Vintorez,Marksman Rifle,,Super Rare,,
Common fund stash,,Remington R11 RSASS 7.62x51,Marksman Rifle,,Super Rare,,
Common fund stash,,Springfield Armory M1A 7.62x51,Marksman Rifle,,Super Rare,,
Common fund stash,,Medical bloodset,Medical Supplies,,Rare,,
Common fund stash,,Portable defibrillator,Medical Supplies,,Super Rare,,
Common fund stash,,LEDX Skin Transilluminator,Medical Supplies,,Super Rare,,
Common fund stash,,Dollars,Money,,Rare,,
Common fund stash,,Euros,Money,,Super Rare,,
Common fund stash,,Optical scope March Tactical 3-24x42 FFP,Scope,,Super Rare,,
Common fund stash,,Leupold Mark 4 LR 6.5-20x50 riflescope,Scope,,Super Rare,,
Common fund stash,,Nightforce ATACR 7-35x56 riflescope,Scope,,Super Rare,,
Common fund stash,,EOtech Vudu 1-6 riflescope,Scope,,Super Rare,,
Common fund stash,,Coffee Majaica,Other,,Rare,,
Common fund stash,,Battered antique Book,Other,,Super Rare,,
Common fund stash,,OFZ 30x160mm shell,Other,,Rare,,
Common fund stash,,"Gunpowder ""Hawk""",Other,,Super Rare,,
Common fund stash,,Stechkin Automatic Pistol 9x18PM,Pistol,,Rare,,
Common fund stash,,GLOCK 17 9x19 pistol,Pistol,,Rare,,
Common fund stash,,Silenced Stechkin Automatic Pistol 9x18PM,Pistol,,Super Rare,,
Common fund stash,,GLOCK 18C 9x19 pistol,Pistol,,Super Rare,,
Common fund stash,,Beretta M9A3 9x19 pistol,Pistol,,Rare,,
Common fund stash,,MPX-SD 9x19 Integrated silencer,Silencer,,Super Rare,,
Common fund stash,,SilencerCo Osprey 9 9x19mm sound suppressor,Silencer,,Super Rare,,
Common fund stash,,AAC 762 SDN-6 7.62x51 Sound Suppressor,Silencer,,Super Rare,,
Common fund stash,,Fischer Development FD917 suppressor,Silencer,,Super Rare,,
Common fund stash,,B&T Rotex 2 4.6x30 silencer,Silencer,,Super Rare,,
Common fund stash,,AAC Illusion 9 9x19mm silencer,Silencer,,Super Rare,,
Common fund stash,,Empty Wallet,Container,,Rare,,
Common fund stash,,Documents case,Container,,Super Rare,,
Common fund stash,,Keytool,Container,,Super Rare,,
Common fund stash,,Weapon case,Container,,Super Rare,,
Common fund stash,,Ammo case,Container,,Super Rare,,
Common fund stash,,SIG MPX 9x19 Submachine gun,Smg,,Rare,,
Common fund stash,,HK MP5 Kurz 9x19 submachinegun,Smg,,Rare,,
Common fund stash,,DVL-10 Saboteur sniper rifle,Sniper Rifle,,Super Rare,,
Common fund stash,,Remington Model 700 Sniper rifle,Sniper Rifle,,Super Rare,,
Common fund stash,,Trijicon REAP-IR thermal riflescope,Scope,,Super Rare,,
Common fund stash,,Vulcan MG night scope 3.5x,Scope,,Super Rare,,
Common fund stash,,FLIR RS-32 2.25-9x 35mm 60Hz thermal riflescope,Scope,,Rare,,
Common fund stash,,Propital,Stimulator,,Super Rare,,
Common fund stash,,Combat stimulant injector SJ1 TGLabs,Stimulator,,Super Rare,,
Common fund stash,,Combat stimulant injector SJ6 TGLabs,Stimulator,,Super Rare,,
Common fund stash,,Hemostatic drug Zagustin,Stimulator,,Super Rare,,
Common fund stash,,Regenerative stimulant injector eTG-change,Stimulator,,Super Rare,,
Common fund stash,,Adrenaline injector,Stimulator,,Super Rare,,
Common fund stash,,RGD-5 hand grenade,Thrown Weapon,,Rare,,
Common fund stash,,F-1 Hand grenade,Thrown Weapon,,Super Rare,,
Common fund stash,,M67 Hand grenade,Thrown Weapon,,Rare,,
Ration supply crate,,Malboro Cigarettes,Other,0.4,Common,,
Ration supply crate,,Apollon Soyuz cigarettes,Other,0.5,Common,,
Ration supply crate,,Strike Cigarettes,Other,0.3,Common,,
Ration supply crate,,Wilston cigarettes,Other,0.15,Common,,
Ration supply crate,,Coffee Majaica,Other,0.07,Rare,,
Ration supply crate,,42nd Signature Blend English Tea,Other,0.05,Super rare,,
Ration supply crate,,Water bottle with a filter Aquamari,Drink,0.06,Super rare,,
Ration supply crate,,Apple juice,Drink,0.3,Rare,,
Ration supply crate,,Pack of milk,Drink,0.25,Rare,,
Ration supply crate,,Bottle of vodka Tarkovskaya,Drink,0.03,Rare,,
Ration supply crate,,Russian Army pineapple juice,Drink,0.22,Rare,,
Ration supply crate,,0.6L water bottle,Drink,0.05,Common,,
Ration supply crate,,Alyonka chocolate bar,Food,0.15,Common,,
Ration supply crate,,Can of delicious beef stew,Food,0.1,Common,,
Ration supply crate,,Can of beef stew,Food,0.2,Common,,
Ration supply crate,,Condensed milk,Food,0.17,Rare,,
Ration supply crate,,Can of herring,Food,0.15,Common,,
Ration supply crate,,Humpback salmon,Food,0.13,Common,,
Ration supply crate,,Can of pacific saury,Food,0.12,Common,,
Ration supply crate,,Jar of DevilDog mayo,Food,0.03,Super rare,,
Ration supply crate,,Iskra lunch box,Food,0.2,Common,,
Ration supply crate,,Can of sprats,Food,0.05,Rare,,
Ration supply crate,,Pack of sugar,Food,0.12,Rare,,
Ration supply crate,,Can of green peas,Food,0.12,Common,,
Ration supply crate,,Squash spread,Food,0.09,Common,,
Ration supply crate,,Army Crackers,Food,0.25,Common,,
Technical supply crate,AA Battery Icon 2.png,AA Battery,Energy Element,0.2,Common,,
Technical supply crate,D Size Battery Icon.png,D Size Battery,Energy Element,0.1,Common,,
Technical supply crate,Duct tape Icon.png,Duct tape,Building Material,0.25,Common,,
Technical supply crate,Insulating tape Icon.png,Insulating tape,Building Material,0.2,Rare,,
Technical supply crate,Boltsicon.png,Bolts,Building Material,0.35,Common,,
Technical supply crate,Screwnuticon.png,Screw nut,Building Material,0.35,Common,,
Technical supply crate,Geiger-Mueller counter Icon.png,Geiger-Muller counter,Electronics,0.03,Super Rare,,
Technical supply crate,T-Shaped Plug Icon.png,T-Shaped Plug,Electronics,0.25,Rare,,
Technical supply crate,Matches Icon.png,Classic matches,Flammable material,0.4,Rare,,
Technical supply crate,PliersElite.png,Pliers Elite,Tool,0.03,Rare,,
Technical supply crate,Plier Icon.png,Pliers,Tool,0.21,Rare,,
Technical supply crate,Construction Measuring Tape Icon.png,Construction measuring tape,Tool,0.17,Rare,,
Technical supply crate,Screwdriver Icon.png,Screwdriver,Tool,0.18,Rare,,
Technical supply crate,Toolsicon.png,A set of tools,Tool,0.08,Super Rare,,
Technical supply crate,Wrench Icon.png,Wrench,Tool,0.18,Rare,,
Technical supply crate,FireSteelIcon.png,Old firesteel,Tool,0.003,Super Rare,,
Technical supply crate,Car Battery Icon.png,Car battery,Energy Element,0.08,Rare,,
Technical supply crate,PowerbankIcon.png,Powerbank,Energy Element,0.02,Rare,,
Technical supply crate,Recicon.png,Rechargeable battery,Energy Element,0.1,Rare,,
Technical supply crate,Mil Batt icon.png,6-STEN-140-M military battery,Energy Element,0.1,Super Rare,,
Technical supply crate,Hoseicon.png,Corrugated hose,Building Material,0.12,Rare,,
Technical supply crate,Nailsicon.png,A pack of nails,Building Material,0.1,Common,,
Technical supply crate,Plexicon.png,Piece of plexiglas,Building Material,0.06,Rare,,
Technical supply crate,Screwsicon.png,A pack of screws,Building Material,0.13,Common,,
Technical supply crate,Xenoicon.png,Xenomorph sealing foam,Building Material,0.12,Super Rare,,
Technical supply crate,Shusicon.png,Shustrilo sealing foam,Building Material,0.08,Super Rare,,
Technical supply crate,Wiresicon.png,Wires,Electronics,0.15,Common,,
Technical supply crate,Electric Drill icon.png,Electric drill,Electronics,0.06,Super Rare,,
Technical supply crate,Magnet Icon.png,Magnet,Electronics,0.04,Super Rare,,
Technical supply crate,Powercord icon.png,Powercord,Electronics,0.1,Rare,,
Technical supply crate,Spark Plug Icon .png,Spark plug,Electronics,0.1,Rare,,
Technical supply crate,Energy-Saving Lamp Icon.png,Energy-saving lamp,Electronics,0.17,Rare,,
Technical supply crate,Gas Analyzer Icon.png,Gas analyzer,Electronics,0.05,Super Rare,,
Technical supply crate,UV lamp Icon.png,Ultraviolet lamp,Electronics,0.04,Super Rare,,
Technical supply crate,USB Adapter Icon.png,USB Adapter,Electronics,0.2,Rare,,
Technical supply crate,Cricket lighter Icon.png,Crickent lighter,Flammable material,0.4,Common,,
Technical supply crate,Zibbo lighter Icon.png,Zibbo lighter,Flammable material,0.15,Rare,,
Technical supply crate,5L propane tank icon.png,5L propane tank,Flammable material,0.05,Rare,,
Technical supply crate,WD40 100ml Icon.png,WD-40 100ml.,Flammable material,0.02,Rare,,
Technical supply crate,Wd-40400icon.png,WD-40 400ml,Flammable material,0.05,Super Rare,,
Technical supply crate,Dryfuelicon.png,Dry fuel,Flammable material,0.05,Common,,
Technical supply crate,FireKlean icon.png,FireKlean gun lube,Flammable material,0.02,Super Rare,,
Technical supply crate,Fuelcondicon.png,Fuel conditioner,Flammable material,0.15,Super Rare,,
Technical supply crate,ParacordIcon.png,Paracord,Other,0.08,Super Rare,,
Technical supply crate,FP-100 filter absorber icon.png,FP-100 filter absorber,Other,0.02,Super Rare,,
Technical supply crate,Pressure gauge icon.png,Pressure gauge,Building materials,0.05,Super Rare,,
Technical supply crate,Anal Thermometer Icon.png,Analog thermometer,Building materials,0.08,Super Rare,,
Technical supply crate,SiliconeTubeIcon.png,Silicone tube,Building materials,0.05,Rare,,
Technical supply crate,Bulb icon.png,Light bulb,Electronics,0.1,Common,,
Technical supply crate,MilitaryCableIcon.png,Military cable,Electronics,0.03,Super Rare,,
Technical supply crate,Electric motor icon.png,Electric motor,Electronics,0.04,Rare,,
Technical supply crate,RadiatorHelixIcon.png,Radiator helix,Electronics,0.05,Rare,,
Technical supply crate,Working LCD Icon.png,Working LCD,Electronics,0.03,Rare,,
Technical supply crate,Lcd-icon.PNG,Broken LCD,Electronics,0.08,Rare,,
Technical supply crate,MilitaryCircuitBoardIcon.png,Military circuit board,Electronics,0.02,Super Rare,,
Technical supply crate,Relay Icon.png,Phase control relay,Electronics,0.12,Rare,,
Technical supply crate,Mil Filter Icon.png,Military power filter,Electronics,0.1,Super Rare,,
Technical supply crate,Metal-fuel-tank-icon.png,Metal fuel tank,Fuel,0.05,Common,,
Technical supply crate,Expeditionary-fuel-tank-icon.png,Expeditionary fuel tank,Fuel,0.06,Rare,,
Technical supply crate,Water filter icon.png,Water filter,Other,0.07,Rare,,
Technical supply crate,Airfiltericon.png,Air filter for gas mask,Other,0.08,Rare,,
Technical supply crate,Handdrill icon.png,Handdrill,Tool,0.02,Rare,,
Technical supply crate,RoundPliersIcon.png,Round pliers,Tool,0.1,Rare,,
Technical supply crate,Metal cutting scissors icon.png,Metal cutting scissors,Tool,0.03,Rare,,
Technical supply crate,Nippers small.jpg,Nippers,Tool,0.04,Rare,,
Technical supply crate,Long screwdriver icon.png,Long flat screwdriver,Tool,0.05,Rare,,
Technical supply crate,Flat Screwdriver Icon.PNG,Flat screwdriver,Tool,0.07,Common,,
Medical supply crate,,Heat-exchange alkali surface washer,Household Goods,0.09,Rare,,
Medical supply crate,,Soap,Household Goods,0.18,Common,,
Medical supply crate,,Sodium bicarbonate,Household Goods,0.08,Common,,
Medical supply crate,,Toilet paper,Household Goods,0.2,Rare,,
Medical supply crate,,Ortodontox toothpaste,Household Goods,0.04,Common,,
Medical supply crate,,Toothpaste,Household Goods,0.11,Common,,
Medical supply crate,,Saline solution,Medical Supplies,0.06,Rare,,
Medical supply crate,,Hydrogen peroxide,Medical Supplies,0.06,Rare,,
Medical supply crate,,Blood sample,Medical Supplies,0.01,,,
Medical supply crate,,Ophthalmoscope,Medical Supplies,0.01,Super rare,,
Medical supply crate,,Medical bloodset,Medical Supplies,0.08,Rare,,
Medical supply crate,,Portable defibrillator,Medical Supplies,0.002,Super rare,,
Medical supply crate,,LEDX Skin Transilluminator,Medical Supplies,0.002,Super rare,,
Medical supply crate,,Pile of meds,Medical Supplies,0.18,Rare,,
Medical supply crate,,Disposable syringe,Medical Supplies,0.07,Common,,
Medical supply crate,,Augmentin antibiotic pills,Drugs,0.04,Super rare,,
Medical supply crate,,Golden Star Balm,Drugs,0.01,Super rare,,
Medical supply crate,,Ibuprofen painkillers,Drugs,0.03,Super rare,,
Medical supply crate,,Morphine injector,Drugs,0.07,Rare,,
Medical supply crate,,Analgin painkillers,Drugs,0.13,Common,,
Medical supply crate,,Vaseline,Drugs,0.02,Super rare,,
Medical supply crate,,Car first aid kit,MedKit,0.1,Common,,
Medical supply crate,,AI-2 medikit,MedKit,0.12,Common,,
Medical supply crate,,Salewa FIRST AID KIT,MedKit,0.12,Rare,,
Medical supply crate,,Aseptic bandage,Medical,0.15,Common,,
Medical supply crate,,Army bandage,Medical,0.2,Rare,,
